HiringAgency,jobLink,jobNum,Job ID,Business Title,Civil Service Title,Title Classification,Job Category,Career Level,Work Location,Division/Work Unit,# of Positions,Title Code No,Level,Proposed Salary Range,POSTING DATE,POST UNTIL
HUMAN RIGHTS COMMISSION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=423941&PostingSeq=1,423941,423941,Agency Attorney I,AGENCY ATTORNEY,Non-Competitive,Legal Affairs,Entry-Level,"22 Reade St, Ny",Law Enforc.Bureau Executive,4,30087,01,"$ 63,228.00 - $ 72,712.00 (Annual)",2019-11-22,3020-01-01
HUMAN RIGHTS COMMISSION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=421783&PostingSeq=1,421783,421783,Agency Attorney 1,AGENCY ATTORNEY,Non-Competitive,Legal Affairs,Experienced (non-manager),"22 Reade St, Ny",Law Enforc.Bureau Executive,2,30087,01,"$ 63,228.00 - $ 72,712.00 (Annual)",2019-11-04,3020-01-01
HUMAN RIGHTS COMMISSION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=419921&PostingSeq=1,419921,419921,Associate Human Rights Specialist,ASSOCIATE HUMAN RIGHTS SPECIAL,Competitive,"Constituent Services & Community Programs, Policy, Research & Analysis, Social Services",Experienced (non-manager),1932 Arthur Ave 2Nd Flr Bronx,Comm.Rel.Bureau-Central,1,55038,01,"$ 56,746.00 - $ 65,258.00 (Annual)",2019-10-21,3020-01-01
HUMAN RIGHTS COMMISSION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=416057&PostingSeq=1,416057,416057,Information Technology Program Director,COMPUTER OPERATIONS MANAGER (S,Competitive,"Technology, Data & Innovation",Manager,"22 Reade St, Ny",Administrative Services.,1,10074,M1,"$ 56,990.00 - $156,829.00 (Annual)",2019-10-08,3020-01-01
HUMAN RIGHTS COMMISSION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=415862&PostingSeq=1,415862,415862,Supervising Attorney-Employment,EXECUTIVE AGENCY COUNSEL,Non-Competitive,Legal Affairs,Manager,"22 Reade St, Ny",Law Enforc.Bureau Executive,1,95005,M1,"$ 56,990.00 - $ 95,000.00 (Annual)",2019-10-08,3020-01-01
HUMAN RIGHTS COMMISSION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=405753&PostingSeq=1,405753,405753,Discriminatory Harassment Investigator,HUMAN RIGHTS SPECIALIST (COMM,Non-Competitive,Constituent Services & Community Programs,Experienced (non-manager),"151-20 Jamaica Ave, Jamaica Ny",Comm.Rel.Bureau-Central,1,55018,00,"$ 47,933.00 - $ 55,123.00 (Annual)",2019-08-13,3020-01-01
HUMAN RIGHTS COMMISSION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=384600&PostingSeq=1,384600,384600,SUPERVISING ATTORNEY,EXECUTIVE AGENCY COUNSEL,Non-Competitive,Legal Affairs,Manager,"22 Reade St, Ny",Law Enforc.Bureau Executive,1,95005,M1,"$ 56,990.00 - $ 95,000.00 (Annual)",2019-02-21,3020-01-01
MANHATTAN COMMUNITY BOARD #10,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=446011&PostingSeq=1,446011,446011,Community Assistant,COMMUNITY ASSISTANT,Non-Competitive,Constituent Services & Community Programs,Entry-Level,"215 W. 125Th St., N.Y.",Community Board  #10,1,56056,00,"$ 37,398.00 - $ 42,191.00 (Annual)",2020-09-24,3020-01-01
DEPARTMENT OF BUILDINGS,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=455919&PostingSeq=1,455919,455919,Assistant Construction Inspector,INSPECTOR (CONSTRUCTION),Competitive,"Public Safety, Inspections, & Enforcement",Experienced (non-manager),NYC - All Boroughs,Citywide,20,31622,01,"$ 45,217.00 - $ 52,000.00 (Annual)",2021-01-01,2021-01-31
DEPARTMENT OF BUILDINGS,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=455918&PostingSeq=1,455918,455918,Construction Inspector,INSPECTOR (CONSTRUCTION),Competitive,"Public Safety, Inspections, & Enforcement",Experienced (non-manager),NYC - All Boroughs,Citywide,45,31622,02,"$ 53,563.00 - $ 61,800.00 (Annual)",2021-01-01,2021-01-31
CONSUMER AFFAIRS,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=456301&PostingSeq=1,456301,456301,Assistant General Counsel,AGENCY ATTORNEY,Non-Competitive,Legal Affairs,Experienced (non-manager),"42 Broadway, N.Y.",Not Listed,1,30087,03,"$ 79,620.00 - $ 91,563.00 (Annual)",2021-01-06,2021-03-07
CONSUMER AFFAIRS,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=456257&PostingSeq=1,456257,456257,Senior Inspector,INSPECTOR (CONSUMER AFFAIRS),Competitive,"Public Safety, Inspections, & Enforcement",Experienced (non-manager),"42 Broadway, N.Y.",Not Listed,1,33995,02,"$ 53,124.00 - $ 61,093.00 (Annual)",2021-01-05,2021-02-05
CONSUMER AFFAIRS,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=455771&PostingSeq=1,455771,455771,Deputy Director of Consumer Services,ADMINISTRATIVE STAFF ANALYST (,Competitive,Legal Affairs,Experienced (non-manager),"42 Broadway, N.Y.",Not Listed,1,1002E,00,"$ 67,060.00 - $ 80,000.00 (Annual)",2020-12-22,2021-02-20
CONSUMER AFFAIRS,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=455702&PostingSeq=1,455702,455702,Staff Counsel,AGENCY ATTORNEY,Non-Competitive,Legal Affairs,Experienced (non-manager),"42 Broadway, N.Y.",Not Listed,1,30087,02,"$ 71,423.00 - $ 82,137.00 (Annual)",2020-12-22,2021-02-20
CONSUMER AFFAIRS,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=455704&PostingSeq=1,455704,455704,Vending Operations Manager,ADMINISTRATIVE STAFF ANALYST (,Competitive,Legal Affairs,Experienced (non-manager),"42 Broadway, N.Y.",Not Listed,1,1002E,00,"$ 67,060.00 - $ 75,000.00 (Annual)",2020-12-22,2021-02-20
DEPARTMENT OF CORRECTION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=455903&PostingSeq=1,455903,455903,Director of Legislative Affairs,AGENCY ATTORNEY,Non-Competitive,"Policy, Research & Analysis",Experienced (non-manager),75-20 Astoria Blvd,Commissioner,1,30087,04,"$ 83,158.00 - $ 95,632.00 (Annual)",2020-12-28,3020-01-01
DEPARTMENT OF CORRECTION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=454951&PostingSeq=1,454951,454951,"Assistant Commissioner, Office of Equal Employment Opportunity",EXECUTIVE AGENCY COUNSEL,Non-Competitive,Administration & Human Resources,Manager,75-20 Astoria Blvd,Civilian Managers,1,95005,M4,"$130,000.00 - $150,000.00 (Annual)",2020-12-07,3020-01-01
DEPARTMENT OF CORRECTION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=439139&PostingSeq=1,439139,439139,Agency Attorney,AGENCY ATTORNEY,Non-Competitive,"Communications & Intergovernmental Affairs, Legal Affairs",Experienced (non-manager),75-20 Astoria Blvd,Office of Trials,7,30087,02,"$ 71,423.00 - $ 91,563.00 (Annual)",2020-03-31,3020-01-01
DEPARTMENT OF CORRECTION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=435593&PostingSeq=1,435593,435593,Policy Analyst,COMMUNITY COORDINATOR,Non-Competitive,Communications & Intergovernmental Affairs,Experienced (non-manager),75-20 Astoria Blvd,Commissioner,1,56058,00,"$ 54,100.00 - $ 62,215.00 (Annual)",2020-02-26,3020-01-01
DEPARTMENT OF CORRECTION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=432393&PostingSeq=1,432393,432393,EXTERMINATOR,EXTERMINATOR,Competitive,"Public Safety, Inspections, & Enforcement",Experienced (non-manager),75-20 Astoria Blvd,Assets Management,5,90510,01,"$ 34,027.00 - $ 47,967.00 (Annual)",2020-02-07,3020-01-01
DEPARTMENT OF CORRECTION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=432199&PostingSeq=1,432199,432199,SharePoint Developer,COMPUTER SPECIALIST (SOFTWARE),Competitive,"Technology, Data & Innovation",Experienced (non-manager),75-20 Astoria Blvd,Information Systems-Admin,1,13632,02,"$ 85,371.00 - $ 98,177.00 (Annual)",2020-02-05,3020-01-01
DEPARTMENT OF CORRECTION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=432201&PostingSeq=1,432201,432201,Software Support Analyst,COMPUTER SPECIALIST (SOFTWARE),Competitive,"Technology, Data & Innovation",Experienced (non-manager),75-20 Astoria Blvd,Information Systems-Admin,1,13632,01,"$ 81,951.00 - $ 94,244.00 (Annual)",2020-02-05,3020-01-01
DEPARTMENT OF CORRECTION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=424739&PostingSeq=1,424739,424739,Infrastructure Project Manager,COMPUTER SYSTEMS MANAGER,Competitive,"Technology, Data & Innovation",Experienced (non-manager),75-20 Astoria Blvd,Information Systems-Admin,1,10050,M1,$     45.00 - $     88.75 (Hourly),2019-12-03,3020-01-01
DEPARTMENT OF CORRECTION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=424454&PostingSeq=1,424454,424454,Desktop Support Technician,TELECOMMUNICATIONS ASSOCIATE (,Competitive,"Technology, Data & Innovation",Experienced (non-manager),Rikers Island,Information Systems-Admin,2,20246,02,"$ 60,550.00 - $ 69,632.00 (Annual)",2019-11-29,3020-01-01
DEPARTMENT OF CORRECTION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=424469&PostingSeq=1,424469,424469,Voice Communication Specialist,CERTIFIED IT ADMINISTRATOR (LA,Competitive,"Technology, Data & Innovation",Experienced (non-manager),75-20 Astoria Blvd,Information Systems-Admin,1,13652,01,"$ 81,951.00 - $ 94,244.00 (Annual)",2019-11-29,3020-01-01
DEPARTMENT OF CORRECTION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=420708&PostingSeq=1,420708,420708,Investigator,INVESTIGATOR(DISCP)(ONLY FOR P,Pending Classification,"Public Safety, Inspections, & Enforcement",Entry-Level,75-20 Astoria Blvd,Investigation Division,20,06316,02,"$ 56,473.00 - $ 56,473.00 (Annual)",2019-10-28,3020-01-01
DEPARTMENT OF CORRECTION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=415211&PostingSeq=1,415211,415211,Data Analyst,CITY RESEARCH SCIENTIST,Non-Competitive,"Technology, Data & Innovation, Policy, Research & Analysis",Experienced (non-manager),75-20 Astoria Blvd,Information Systems-Admin,1,21744,02,"$ 73,305.00 - $ 84,301.00 (Annual)",2019-10-02,3020-01-01
DEPARTMENT OF CORRECTION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=393911&PostingSeq=1,393911,393911,"Director, Borough Based Jail System",ADMINISTRATIVE BUSINESS PROMOT,Competitive,"Public Safety, Inspections, & Enforcement",Manager,75-20 Astoria Blvd,Commissioner,1,10009,M1,"$100,000.00 - $110,000.00 (Annual)",2019-05-06,3020-01-01
DEPARTMENT OF CORRECTION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=387572&PostingSeq=1,387572,387572,DIRECTOR OF DATA ANALYTICS AND RESEARCH,CITY RESEARCH SCIENTIST,Non-Competitive,"Policy, Research & Analysis",Manager,75-20 Astoria Blvd,Information Systems-Admin,1,21744,4A,"$ 91,537.00 - $105,268.00 (Annual)",2019-03-22,3020-01-01
DEPARTMENT OF CORRECTION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=384305&PostingSeq=1,384305,384305,Technical Project Manager,COMPUTER OPERATIONS MANAGER (S,Competitive,"Technology, Data & Innovation",Manager,75-20 Astoria Blvd,Information Systems-Admin,1,10074,M1,"$100,000.00 - $120,000.00 (Annual)",2019-02-19,3020-01-01
CULTURAL AFFAIRS,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=427543&PostingSeq=1,427543,427543,Executive Director of Materials for the Arts,EXECUTIVE DIRECTOR OF MATERIAL,Pending Classification,Constituent Services & Community Programs,Executive,"33-00 Northern Blvd., Lic Ny",Material For The Arts,1,06782,M1,"$ 58,700.00 - $115,000.00 (Annual)",2020-01-03,3020-01-01
DEPT OF DESIGN & CONSTRUCTION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=387919&PostingSeq=1,387919,387919,Claims Analyst,STAFF ANALYST,Competitive,"Engineering, Architecture, & Planning",Experienced (non-manager),30-30 Thomson Ave L I City Qns,Infra-Coastal Resiliency,1,12626,02,"$ 58,152.00 - $ 74,479.00 (Annual)",2019-04-10,3020-01-01
DEPT OF ENVIRONMENT PROTECTION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=443203&PostingSeq=1,443203,443203,In-House EHS Officer,ASSOCIATE PROJECT MANAGER,Competitive,"Engineering, Architecture, & Planning, Public Safety, Inspections, & Enforcement",Experienced (non-manager),"465 Columbus Ave. Valhalla, Ny",I.F.A.-Sources Construction,1,22427,02,"$ 74,650.00 - $109,409.00 (Annual)",2020-09-14,3020-01-01
DEPT OF ENVIRONMENT PROTECTION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=443091&PostingSeq=1,443091,443091,"SECTION MANAGER, ELECTRICAL",ADMINISTRATIVE ENGINEER,Competitive,"Engineering, Architecture, & Planning, Public Safety, Inspections, & Enforcement",Manager,96-05 Horace Harding Expway,Electrical Section Plants,1,10015,M3,"$ 72,038.00 - $192,152.00 (Annual)",2020-08-21,3020-01-01
DEPT OF ENVIRONMENT PROTECTION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441695&PostingSeq=1,441695,441695,Project Manager,GEOLOGIST,Competitive,"Engineering, Architecture, & Planning, Policy, Research & Analysis",Experienced (non-manager),100 Gold Street,Envrnmntl Planng/Ofc of Brnf,2,21915,01,"$ 49,328.00 - $ 56,727.00 (Annual)",2020-07-14,3020-01-01
DEPT OF ENVIRONMENT PROTECTION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=285308&PostingSeq=1,285308,285308,IT Support Technician,COMPUTER ASSOC (OPERATIONS),Competitive,"Technology, Data & Innovation",Experienced (non-manager),96-05 Horace Harding Expway,WSO-Executive/Tech Mgmt Office,2,13621,01,"$ 47,692.00 - $ 69,493.00 (Annual)",2017-03-24,3020-01-01
DEPT OF ENVIRONMENT PROTECTION,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=272382&PostingSeq=1,272382,272382,ASSOCIATE PUBLIC HEALTH SANITARIAN II,ASSOCIATE PUBLIC HEALTH SANITA,Competitive,"Public Safety, Inspections, & Enforcement",Experienced (non-manager),96-05 Horace Harding Expway,Environmental Health Safety,1,31220,02,"$ 60,673.00 - $ 91,795.00 (Annual)",2016-11-17,3020-01-01
DEPARTMENT OF FINANCE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=432018&PostingSeq=1,432018,432018,"Assistant Commissioner, Data Analytics",ASSIST COMMISSIONER (MANAGEMEN,Non-Competitive,"Technology, Data & Innovation, Policy, Research & Analysis",Executive,59 Maiden Lane,Not Listed,1,95324,M5,"$ 88,936.00 - $177,000.00 (Annual)",2021-01-05,2021-02-04
DEPARTMENT OF FINANCE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=455335&PostingSeq=1,455335,455335,"Senior Director, Personnel Management",ADMINISTRATIVE STAFF ANALYST (,Competitive,"Administration & Human Resources, Finance, Accounting, & Procurement, Policy, Research & Analysis",Manager,"66 John Street, New York, Ny",Not Listed,1,10026,M4,"$145,000.00 - $160,000.00 (Annual)",2020-12-23,2021-01-22
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=456062&PostingSeq=1,456062,456062,"Chief, Validation Core, Bureau of the Public Health Laboratory",CITY RESEARCH SCIENTIST,Non-Competitive,"Health, Policy, Research & Analysis",Experienced (non-manager),"455 First Ave., N.Y.",Virology/Immunology,1,21744,4B,"$ 96,772.00 - $111,288.00 (Annual)",2021-01-08,2021-04-29
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=456082&PostingSeq=1,456082,456082,"City Custodial Assistant, Bureau of Operations",CITY CUSTODIAL ASSISTANT,Labor,"Health, Building Operations & Maintenance",Experienced (non-manager),"1601 Ave. S, Brooklyn",Operations,1,90644,00,"$ 32,260.00 - $ 44,677.00 (Annual)",2021-01-08,2021-04-29
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=456081&PostingSeq=1,456081,456081,"City Custodial Assistant, Bureau of Operations",CITY CUSTODIAL ASSISTANT,Labor,"Health, Building Operations & Maintenance",Experienced (non-manager),"335 Central Ave., Brooklyn",Operations,1,90644,00,"$ 32,260.00 - $ 44,677.00 (Annual)",2021-01-08,2021-04-29
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=456379&PostingSeq=1,456379,456379,Coordinator of Laboratory Information Systems,CITY RESEARCH SCIENTIST,Non-Competitive,Health,Experienced (non-manager),"455 First Ave., N.Y.",Virology,1,21744,4A,"$ 94,283.00 - $122,290.00 (Annual)",2021-01-08,2021-04-30
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=456088&PostingSeq=1,456088,456088,Data Analyst,CITY RESEARCH SCIENTIST,Non-Competitive,Health,Experienced (non-manager),42-09 28th Street,Not Listed,1,21744,03,"$ 84,468.00 - $111,003.00 (Annual)",2021-01-08,2021-05-01
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=456076&PostingSeq=1,456076,456076,Director of Clinical Operations,CITY RESEARCH SCIENTIST,Non-Competitive,"Health, Policy, Research & Analysis",Experienced (non-manager),42-09 28th Street,Not Listed,1,21744,4A,"$ 94,283.00 - $117,100.00 (Annual)",2021-01-08,2021-04-29
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=456061&PostingSeq=1,456061,456061,"Field Doctor, Bureau of School Health",CITY MEDICAL SPECIALIST (PART-,Non-Competitive,Health,Experienced (non-manager),30-30 47TH AVE,SH Medical,1,53040,01,$     79.01 - $     84.62 (Hourly),2021-01-08,3020-01-01
DEPT OF HEALTH/MENTAL HYGIENE,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=456059&PostingSeq=1,456059,456059,"Inspector, Bureau of Veterinary and Pest Control Services",PUBLIC HEALTH SANITARIAN,Competitive,Health,Experienced (non-manager),22 Cortlandt Street,Pest Control Services,10,31215,01,"$ 45,722.00 - $ 52,580.00 (Annual)",2021-01-08,2021-04-29
